doc_id,Gender,judgement
446,0,0.6464749832997825
386,0,0.6337149184764314
378,0,0.6337149184764314
137,1,0.6331847312170602
124,0,0.6234268203847868
704,1,0.6228966331254158
44,1,0.599318282951049
1025,1,0.599318282951049
495,0,0.5895603721187757
401,1,0.5787420867677601
1641,0,0.5659820219444089
194,1,0.5659820219444089
940,0,0.5659820219444089
54,0,0.5659820219444089
557,0,0.5556939238527644
1370,1,0.5551637365933932
588,0,0.5551637365933932
371,0,0.54540582576112
1408,1,0.5448756385017488
169,1,0.5448756385017488
290,0,0.5345875404101043
172,0,0.5321155736783977
1063,1,0.5315853864190265
246,0,0.5218274755867531
647,1,0.500721092144093
1059,0,0.5110091902357375
1136,1,0.500721092144093
1473,0,0.5012512794034641
1436,0,0.5012512794034641
49,1,0.4874308400613708
317,0,0.4982491254123865
413,1,0.4595687000180042
37,0,0.4982491254123865
444,1,0.4565665457864372
553,0,0.4982491254123865
22,1,0.4565665457864372
318,0,0.4982491254123865
980,1,0.4535643917953595
193,0,0.4982491254123865
1245,1,0.4468086349541639
466,0,0.4879610273207419
1182,1,0.4462784476947928
512,0,0.4879610273207419
540,0,0.4879610273207419
966,1,0.4438064809630862
258,0,0.4776729292290974
542,1,0.4359903498436375
204,0,0.4776729292290974
851,1,0.4359903498436375
1550,0,0.4776729292290974
1390,1,0.4344892726076095
324,0,0.4673848311374529
490,1,0.4329881956120706
1439,0,0.4668546438780818
773,1,0.4329881956120706
421,0,0.4643826771463752
679,0,0.4643826771463752
310,1,0.4329881956120706
728,0,0.4643826771463752
134,1,0.4305162287400986
27,0,0.4643826771463752
316,1,0.422700097520426
1093,0,0.4570967330458083
801,1,0.419697943389083
295,0,0.4570967330458083
138,1,0.419697943389083
1633,0,0.4540945790547307
1020,1,0.4124119994287816
481,0,0.4535643917953595
713,0,0.4535643917953595
1549,1,0.4021239015776262
769,0,0.4468086349541639
877,1,0.4021239015776262
125,0,0.4468086349541639
1671,1,0.4021239015776262
237,0,0.4432762937037151
1019,1,0.4021239015776262
1469,0,0.4432762937037151
1631,1,0.4021239015776262
642,0,0.4432762937037151
379,1,0.3991217473460594
1055,0,0.4432762937037151
1006,1,0.3991217473460594
1659,0,0.4432762937037151
1189,0,0.4335183828714417
1138,1,0.3888336492544147
1387,0,0.4335183828714417
1586,1,0.3858314951230717
195,0,0.4335183828714417
329,1,0.3785455511627703
578,0,0.4329881956120706
598,1,0.3785455511627703
399,0,0.4305162287400986
516,1,0.3755433970314273
1401,0,0.4305162287400986
1268,1,0.3755433970314273
1516,0,0.4232302847797971
47,0,0.4202281307887194
630,1,0.368257453311615
1113,0,0.4129421866881526
673,1,0.368257453311615
1046,0,0.409940032697075
90,1,0.368257453311615
668,0,0.409940032697075
98,1,0.368257453311615
646,0,0.409940032697075
1086,1,0.368257453311615
1292,0,0.409940032697075
1058,1,0.3652552990800481
531,0,0.4094098454377038
1257,0,0.4021239015776262
100,1,0.3622531449487051
247,0,0.4021239015776262
383,1,0.3579693552199705
560,0,0.3996519346054304
1273,1,0.3549672009884035
1134,0,0.3991217473460594
18,1,0.3524952341164316
92,0,0.3991217473460594
1165,1,0.347681257128326
71,0,0.3893638365137859
1438,1,0.347681257128326
474,0,0.3893638365137859
1711,1,0.3343910050456038
19,0,0.3785455511627703
1285,0,0.3785455511627703
952,1,0.3343910050456038
479,0,0.3760735844310637
1184,1,0.3343910050456038
498,0,0.3760735844310637
407,1,0.3313888506737715
1137,0,0.3755433970314273
325,1,0.3313888506737715
1563,0,0.3687876405709861
221,1,0.3246330942133304
689,0,0.3687876405709861
1096,1,0.3241029069539592
1288,0,0.3657854863394192
176,0,0.3657854863394192
69,1,0.3241029069539592
333,0,0.3627833322080762
64,1,0.3241029069539592
121,0,0.3627833322080762
252,1,0.3241029069539592
866,0,0.3584995424793416
1692,1,0.3241029069539592
34,0,0.3584995424793416
1279,1,0.3216309399817634
814,0,0.3584995424793416
1249,1,0.3216309399817634
108,0,0.3569984652433136
1243,0,0.3554973882477746
1367,1,0.3211007527223923
326,0,0.3554973882477746
315,1,0.3138148088623148
70,0,0.3549672009884035
164,1,0.3138148088623148
254,0,0.3452092901561302
914,1,0.3113428418901189
562,0,0.3452092901561302
819,1,0.3108126546307478
292,0,0.3452092901561302
1471,1,0.3083406877587759
7,0,0.3452092901561302
1306,1,0.3078105004994048
155,0,0.3422071360247872
921,0,0.3349211923049749
643,1,0.3010547440389637
24,0,0.3349211923049749
1264,1,0.3010547440389637
8,0,0.3343910050456038
1606,1,0.3005245567795925
1559,0,0.3343910050456038
1430,1,0.3005245567795925
128,0,0.331919038073408
1657,1,0.3005245567795925
1024,0,0.3246330942133304
88,1,0.3005245567795925
874,0,0.3231320169773023
1118,0,0.3216309399817634
949,1,0.290236458687948
132,0,0.3143449961216858
170,1,0.290236458687948
242,0,0.3113428418901189
970,1,0.2872343043161157
103,0,0.3113428418901189
934,1,0.2814494375918424
464,0,0.3108126546307478
586,1,0.2799483605963035
1002,0,0.3083406877587759
72,1,0.2799483605963035
32,0,0.3078105004994048
1296,1,0.2799483605963035
1045,0,0.3010547440389637
432,0,0.3010547440389637
465,1,0.2769462063647366
441,0,0.3005245567795925
343,1,0.2769462063647366
787,0,0.2980525896671314
454,1,0.2769462063647366
678,0,0.2907666459473191
250,1,0.2696602625046591
976,0,0.2907666459473191
472,1,0.2696602625046591
1076,0,0.290236458687948
277,1,0.2666581085135813
453,0,0.2877644917157522
102,0,0.2872343043161157
1220,1,0.2666581085135813
1050,0,0.2847623375844092
45,1,0.2611839874100425
831,0,0.2804785478556746
73,1,0.2593721644130145
363,0,0.2774763936241077
546,1,0.2593721644130145
62,0,0.2774763936241077
1346,1,0.2569001976813079
879,0,0.2774763936241077
106,1,0.2563700104219368
384,0,0.2769462063647366
714,0,0.2769462063647366
1578,1,0.2563700104219368
299,0,0.2701904497640301
131,1,0.2563700104219368
1715,0,0.2701904497640301
962,1,0.2563700104219368
1342,0,0.2696602625046591
234,1,0.2533678560501045
113,0,0.2696602625046591
43,1,0.2466120995896634
365,0,0.2671882957729524
863,1,0.2460819123302923
239,0,0.2671882957729524
774,1,0.2460819123302923
1740,0,0.2671882957729524
906,0,0.2671882957729524
543,1,0.2460819123302923
1237,0,0.2671882957729524
1221,1,0.2460819123302923
1082,0,0.2671882957729524
1608,1,0.2460819123302923
112,0,0.2671882957729524
396,1,0.24307975795846
208,0,0.2671882957729524
835,1,0.24307975795846
409,0,0.2641861414011202
716,1,0.2357938142386478
9,0,0.2636559541417491
185,0,0.2636559541417491
1428,1,0.2357938142386478
301,0,0.2569001976813079
1404,1,0.2357938142386478
834,0,0.2569001976813079
492,1,0.2333218475069412
1675,0,0.2569001976813079
1403,1,0.2333218475069412
84,0,0.2569001976813079
1424,1,0.2327916602475701
210,0,0.2569001976813079
412,1,0.2230337494152967
297,0,0.2569001976813079
188,0,0.2563700104219368
839,1,0.2225035621559256
1386,0,0.2538980433094756
570,1,0.2225035621559256
998,0,0.2533678560501045
266,1,0.2225035621559256
567,0,0.2533678560501045
416,1,0.2195014077840932
858,0,0.2466120995896634
402,1,0.2137165410598199
286,0,0.2466120995896634
865,1,0.2122154640642811
448,0,0.2466120995896634
149,1,0.2122154640642811
1456,0,0.2460819123302923
620,0,0.2460819123302923
981,1,0.2122154640642811
269,0,0.2436099453580965
74,1,0.2122154640642811
1399,0,0.2363240014980189
398,1,0.2122154640642811
1187,0,0.2357938142386478
289,1,0.2122154640642811
832,0,0.2333218475069412
477,1,0.2092133096924488
10,0,0.2333218475069412
1577,1,0.2019273659726366
198,0,0.2333218475069412
129,0,0.2327916602475701
431,1,0.2019273659726366
437,0,0.2303196931351089
1199,1,0.2019273659726366
661,0,0.2297895058757378
824,1,0.1989252118412935
1433,0,0.2230337494152967
1200,1,0.1989252118412935
943,0,0.2225035621559256
1207,1,0.1989252118412935
29,0,0.2225035621559256
184,1,0.1916392678809921
1094,0,0.2200315950434644
547,0,0.2200315950434644
1183,1,0.1901381908854532
424,0,0.2170294410523867
230,1,0.1891673011492854
1319,0,0.2170294410523867
843,1,0.1886371138899143
178,0,0.2127456513236522
1472,1,0.1886371138899143
1083,0,0.2127456513236522
1338,1,0.1886371138899143
320,0,0.2067413429607422
83,1,0.1886371138899143
651,0,0.2067413429607422
1732,1,0.1886371138899143
359,0,0.2024575532320077
216,0,0.2024575532320077
798,1,0.1886371138899143
147,0,0.1994553992409299
1712,1,0.185634959518082
148,0,0.1994553992409299
282,1,0.185634959518082
30,0,0.1994553992409299
1595,1,0.1813511697893476
912,0,0.1994553992409299
1596,1,0.1813511697893476
367,0,0.1989252118412935
150,1,0.1813511697893476
890,0,0.1989252118412935
206,0,0.1989252118412935
1611,1,0.1798500927938087
986,0,0.1989252118412935
400,1,0.1783490157982698
228,0,0.1964532448690977
482,1,0.1783490157982698
1532,0,0.1921694551403632
161,1,0.1783490157982698
1223,0,0.1921694551403632
16,1,0.1783490157982698
1340,0,0.1891673011492854
171,1,0.1783490157982698
751,0,0.1891673011492854
951,1,0.1753468614264376
327,0,0.1891673011492854
222,0,0.1886371138899143
1186,1,0.1753468614264376
1108,0,0.1886371138899143
761,1,0.1710630719381922
12,0,0.1871360365136209
730,1,0.1685911049659964
1198,0,0.1861651467774531
996,1,0.1680609177066253
1378,0,0.1861651467774531
142,1,0.1680609177066253
917,0,0.1861651467774531
846,1,0.1655889508346534
528,0,0.1861651467774531
1548,0,0.1861651467774531
276,1,0.1650587635752823
1668,0,0.1861651467774531
1256,1,0.1650587635752823
181,0,0.1818813570487186
145,1,0.1650587635752823
768,0,0.1788792030576409
445,1,0.1650587635752823
1426,0,0.1788792030576409
1535,1,0.1625867966030865
758,0,0.1788792030576409
50,1,0.1577728196149808
270,0,0.1788792030576409
111,0,0.1788792030576409
1064,1,0.1577728196149808
1204,0,0.1788792030576409
429,1,0.1577728196149808
116,0,0.1783490157982698
217,1,0.1577728196149808
451,0,0.1758770486858087
854,1,0.1577728196149808
1373,0,0.1758770486858087
440,1,0.1577728196149808
1126,0,0.1758770486858087
117,1,0.1577728196149808
875,0,0.172874894694731
605,1,0.1553008528832742
1088,0,0.1685911049659964
278,0,0.1685911049659964
238,1,0.1517685112520708
139,0,0.1685911049659964
1250,1,0.1474847215233363
634,0,0.1685911049659964
1333,1,0.1474847215233363
707,0,0.1685911049659964
120,1,0.1474847215233363
236,0,0.1685911049659964
167,1,0.1444825675322586
664,0,0.1685911049659964
1114,1,0.1444825675322586
1142,0,0.1685911049659964
1259,0,0.1680609177066253
104,1,0.1444825675322586
97,0,0.1655889508346534
948,1,0.1444825675322586
39,0,0.1655889508346534
135,1,0.1444825675322586
609,0,0.1655889508346534
303,1,0.1414804131604263
93,0,0.1650587635752823
1128,1,0.1377268109315521
1242,0,0.1650587635752823
545,1,0.137196623672181
174,0,0.1625867966030865
805,0,0.1625867966030865
558,1,0.137196623672181
599,0,0.1583030068743519
2,1,0.1347246566999852
757,0,0.1577728196149808
1203,1,0.1341944694406141
467,0,0.1553008528832742
200,1,0.1341944694406141
967,0,0.1553008528832742
1545,1,0.1341944694406141
330,0,0.1522986985114419
994,1,0.1341944694406141
722,0,0.1522986985114419
1231,1,0.1341944694406141
253,0,0.1480149087827074
590,0,0.1459836445277975
459,1,0.1341944694406141
225,0,0.1450127547916297
1001,1,0.131192315309271
456,0,0.1450127547916297
771,1,0.131192315309271
452,0,0.1450127547916297
1101,1,0.131192315309271
130,0,0.1450127547916297
1197,1,0.131192315309271
1087,0,0.1444825675322586
85,1,0.1244365586083407
1447,0,0.1444825675322586
910,0,0.1444825675322586
17,1,0.1244365586083407
1214,0,0.1444825675322586
51,1,0.1239063713489696
354,0,0.1435116776558255
428,1,0.1239063713489696
786,0,0.1420106004197974
700,1,0.1239063713489696
332,0,0.1420106004197974
255,1,0.1224052943534307
1066,0,0.1347246566999852
1541,1,0.1224052943534307
272,0,0.1347246566999852
1389,0,0.1347246566999852
99,1,0.1224052943534307
118,0,0.1341944694406141
1636,1,0.1209042172176265
653,0,0.1341944694406141
373,1,0.1141484605166962
143,0,0.1332235797044464
619,1,0.1136182732573251
1362,0,0.1317225025686421
505,1,0.1136182732573251
20,0,0.1317225025686421
141,1,0.1136182732573251
115,0,0.1317225025686421
618,1,0.110616119125982
1274,0,0.1317225025686421
764,0,0.1287203483370753
520,1,0.110616119125982
78,0,0.1244365586083407
823,1,0.1033301754061698
1169,0,0.1239063713489696
226,1,0.100858208433974
