doc_id,Gender,judgement,GT_score,Inferred_Gender
25,0,0.11108794514784236,1.94,1
625,1,0.11108794514784236,0.02,1
47,0,0.1090408730003361,1.75,0
763,1,0.10578103666603192,-0.26,1
42,1,0.10373515697031696,1.78,1
643,0,0.10373396451852568,-0.03,0
235,0,0.10373396451852568,0.92,0
255,1,0.10168927727460197,0.86,1
526,0,0.10168927727460197,0.2,1
27,0,0.1016880848228107,1.94,0
501,1,0.1004741281842215,0.26,1
26,1,0.1004741281842215,1.94,1
785,0,0.09842824848850654,-0.3,1
45,0,0.09842705603671525,1.77,0
1155,0,0.09842705603671525,-1.36,0
253,1,0.09638236879279155,0.86,1
91,1,0.09516721970241107,1.52,1
581,1,0.09312134000669611,0.1,1
279,1,0.09312134000669611,0.8,1
124,0,0.09312014755490482,1.37,0
3,0,0.09312014755490482,2.76,0
9,0,0.09228941694957031,2.08,0
51,0,0.09228941694957031,1.71,0
726,1,0.08986031122060065,-0.19,1
1116,0,0.08986031122060065,-1.17,1
728,1,0.08902958061526614,-0.19,1
36,1,0.08902958061526614,1.85,1
353,0,0.08781323907309439,0.58,0
69,1,0.08698370091955114,1.62,1
198,0,0.0869825084677599,1.08,0
987,0,0.0869825084677599,-0.78,0
698,0,0.08576735937737942,-0.12,0
1090,0,0.08576735937737942,-1.08,0
955,0,0.08493662877204489,-0.67,0
182,0,0.08372147968166443,1.12,0
421,0,0.08167679243774073,0.44,1
321,0,0.08167559998594946,0.65,0
215,0,0.08167559998594946,1.01,0
398,1,0.08046164334736026,0.49,1
109,0,0.080460450895569,1.44,0
282,1,0.07963091274202574,0.79,1
369,0,0.07962972029023448,0.55,0
382,0,0.07962972029023448,0.54,0
341,1,0.07841576365164529,0.6,1
35,0,0.07841457119985401,1.85,0
666,0,0.07719942208749382,-0.06,0
450,0,0.07636988395593029,0.37,1
33,1,0.07636988395593029,1.86,1
942,1,0.07636988395593029,-0.64,1
1175,0,0.07636988395593029,-1.53,1
147,0,0.07636869150413904,1.28,0
915,0,0.07636869150413904,-0.56,0
678,0,0.07636869150413904,-0.09,0
593,0,0.07636869150413904,0.09,0
242,1,0.07515473486554984,0.89,1
1019,0,0.07515354241375857,-0.85,0
298,0,0.07515354241375857,0.73,0
29,0,0.07515354241375857,1.92,0
471,0,0.07515354241375857,0.32,0
248,1,0.07393958575318965,0.87,1
340,0,0.07310885516983485,0.6,1
409,0,0.07310766271804359,0.47,0
140,0,0.07310766271804359,1.3,0
405,0,0.07310766271804359,0.48,0
956,1,0.07269348986716759,-0.69,1
318,0,0.07227693211270908,0.66,0
759,0,0.07227693211270908,-0.26,0
539,1,0.07189370605747468,0.17,1
112,1,0.07189370605747468,1.43,1
289,0,0.0718925136056834,0.76,0
15,1,0.07106297547411987,2.05,1
519,1,0.07106297547411987,0.22,1
350,1,0.07106297547411987,0.58,1
287,0,0.07106178302232861,0.77,0
1051,0,0.07106178302232861,-0.96,0
10,0,0.07023105245704128,2.08,0
693,1,0.06984782638373942,-0.11,1
624,0,0.06984663390996843,0.02,0
77,0,0.06984663390996843,1.59,0
178,0,0.06901590332661361,1.15,0
1171,1,0.06780194668802443,-1.49,1
767,1,0.06780194668802443,-0.26,1
648,1,0.06780194668802443,-0.03,1
276,0,0.06780075423623316,0.81,0
295,0,0.06780075423623316,0.73,0
23,0,0.06780075423623316,1.96,0
329,0,0.06780075423623316,0.63,0
1103,1,0.06697121612273711,-1.12,1
294,1,0.06697121612273711,0.74,1
380,1,0.06697121612273711,0.54,1
608,1,0.06697121612273711,0.06,1
363,1,0.06697121612273711,0.56,1
157,0,0.06658679757566426,1.23,1
898,0,0.06575487454051819,-0.53,0
145,1,0.06492533642702211,1.29,1
241,1,0.06492533642702211,0.9,1
11,1,0.06492533642702211,2.08,1
969,0,0.06492414397523086,-0.72,0
149,1,0.06371018729659447,1.27,1
121,0,0.06370899484480319,1.38,0
867,0,0.06370899484480319,-0.46,0
1053,1,0.06166430764092668,-0.96,1
78,1,0.06166430764092668,1.59,1
338,0,0.06166311514908822,0.6,0
469,0,0.06127988909385383,0.33,1
104,0,0.060449158510499014,1.46,1
106,0,0.06044796605870777,1.45,0
243,1,0.0596184279452117,0.89,1
756,0,0.059617235493420434,-0.25,0
250,0,0.059617235493420434,0.87,0
189,1,0.058403278814784035,1.11,1
1084,0,0.058403278814784035,-1.07,1
283,0,0.058403278814784035,0.79,1
766,0,0.05840208636299277,-0.26,0
602,0,0.05798672106032551,0.07,0
808,1,0.057572548249496716,-0.35,1
80,1,0.05718812970242386,1.57,1
699,0,0.05718693725063259,-0.12,0
784,0,0.05718693725063259,-0.3,0
829,1,0.05635739915911626,-0.38,1
461,1,0.05635739915911626,0.34,1
1082,0,0.05635739915911626,-1.07,1
135,0,0.05635739915911626,1.32,1
83,0,0.056356206667277794,1.57,0
229,0,0.056356206667277794,0.93,0
2,0,0.0559729806120434,2.85,1
352,1,0.0551422500286886,0.58,1
202,0,0.05514105755491761,1.07,0
497,0,0.05514105755491761,0.27,0
73,1,0.05431151946340127,1.6,1
181,1,0.05431151946340127,1.13,1
176,1,0.05431151946340127,1.16,1
410,1,0.05431151946340127,0.47,1
90,0,0.05431032701161001,1.53,0
806,0,0.053925908464537146,-0.34,0
208,1,0.05309637033297361,1.05,1
549,1,0.05309637033297361,0.15,1
355,1,0.05309637033297361,0.58,1
193,0,0.05309517788118234,1.09,0
1079,0,0.05309517788118234,-1.06,0
162,1,0.05226563976768629,1.2,1
414,0,0.052264447315895024,0.46,0
343,0,0.052264447315895024,0.6,0
562,1,0.051881221220613435,0.14,1
16,0,0.05188002876882217,2.03,0
598,0,0.051050490677305826,0.08,1
314,0,0.051049298185467364,0.67,0
293,0,0.051049298185467364,0.75,0
365,1,0.05066607213023298,0.56,1
652,0,0.050664879678441695,-0.04,0
428,0,0.05021856762018005,0.43,0
422,0,0.05021856762018005,0.44,0
1088,0,0.05021856762018005,-1.08,0
1212,1,0.04983534152489844,-2.1,1
675,1,0.04983534152489844,-0.08,1
258,0,0.04983414907310718,0.85,0
133,1,0.04900461098159085,1.33,1
172,1,0.04900461098159085,1.17,1
662,1,0.04900461098159085,-0.05,1
711,1,0.04900461098159085,-0.14,1
226,0,0.049003418529799586,0.94,0
160,0,0.049003418529799586,1.22,0
94,0,0.049003418529799586,1.51,0
637,0,0.049003418529799586,-0.01,0
54,0,0.04862019243451799,1.7,1
1202,0,0.04817268792446506,-1.86,0
443,1,0.04778946185116319,0.38,1
300,1,0.04778946185116319,0.71,1
390,1,0.04778946185116319,0.51,1
960,0,0.047788269377392195,-0.69,0
79,0,0.047788269377392195,1.57,0
360,1,0.04695873128587587,0.57,1
479,1,0.04695873128587587,0.3,1
861,0,0.0469575388340846,-0.44,0
566,0,0.0469575388340846,0.13,0
504,0,0.0469575388340846,0.25,0
12,1,0.0457435821954954,2.07,1
565,1,0.0457435821954954,0.13,1
110,1,0.0457435821954954,1.44,1
