doc_id,Gender,judgement,GT_score,Inferred_Gender
47,0,0.11108794514784236,1.75,1
625,1,0.11108794514784236,0.02,1
25,0,0.11108794514784236,1.94,1
643,0,0.10578103666603192,-0.03,1
235,0,0.10578103666603192,0.92,1
763,1,0.10578103666603192,-0.26,1
42,1,0.10373515697031696,1.78,1
27,0,0.10373515697031696,1.94,1
255,1,0.10168927727460197,0.86,1
526,0,0.10168927727460197,0.2,1
1155,0,0.1004741281842215,-1.36,1
501,1,0.1004741281842215,0.26,1
45,0,0.1004741281842215,1.77,1
26,1,0.1004741281842215,1.94,1
785,0,0.09842824848850654,-0.3,1
253,1,0.09638236879279155,0.86,1
91,1,0.09516721970241107,1.52,1
124,0,0.09516721970241107,1.37,1
3,0,0.09516721970241107,2.76,1
51,0,0.09433648909707656,1.71,1
9,0,0.09433648909707656,2.08,1
279,1,0.09312134000669611,0.8,1
581,1,0.09312134000669611,0.1,1
353,0,0.08986031122060065,0.58,1
726,1,0.08986031122060065,-0.19,1
1116,0,0.08986031122060065,-1.17,1
198,0,0.08902958061526614,1.08,1
987,0,0.08902958061526614,-0.78,1
728,1,0.08902958061526614,-0.19,1
36,1,0.08902958061526614,1.85,1
698,0,0.08781443152488567,-0.12,1
1090,0,0.08781443152488567,-1.08,1
955,0,0.08698370091955114,-0.67,1
69,1,0.08698370091955114,1.62,1
182,0,0.0857685518291707,1.12,1
215,0,0.08372267213345572,1.01,1
321,0,0.08372267213345572,0.65,1
109,0,0.08250752304307525,1.44,1
421,0,0.08167679243774073,0.44,1
382,0,0.08167679243774073,0.54,1
369,0,0.08167679243774073,0.55,1
35,0,0.08046164334736026,1.85,1
398,1,0.08046164334736026,0.49,1
282,1,0.07963091274202574,0.79,1
666,0,0.07924649423500008,-0.06,1
915,0,0.07841576365164529,-0.56,1
147,0,0.07841576365164529,1.28,1
678,0,0.07841576365164529,-0.09,1
341,1,0.07841576365164529,0.6,1
593,0,0.07841576365164529,0.09,1
1019,0,0.07720061456126483,-0.85,1
471,0,0.07720061456126483,0.32,1
298,0,0.07720061456126483,0.73,1
29,0,0.07720061456126483,1.92,1
942,1,0.07636988395593029,-0.64,1
1175,0,0.07636988395593029,-1.53,1
450,0,0.07636988395593029,0.37,1
33,1,0.07636988395593029,1.86,1
140,0,0.07515473486554984,1.3,1
409,0,0.07515473486554984,0.47,1
242,1,0.07515473486554984,0.89,1
405,0,0.07515473486554984,0.48,1
318,0,0.07432400426021532,0.66,1
759,0,0.07432400426021532,-0.26,1
289,0,0.07393958575318965,0.76,1
248,1,0.07393958575318965,0.87,1
1051,0,0.07310885516983485,-0.96,1
287,0,0.07310885516983485,0.77,1
340,0,0.07310885516983485,0.6,1
956,1,0.07269348986716759,-0.69,1
10,0,0.07227812460454752,2.08,1
624,0,0.07189370605747468,0.02,1
112,1,0.07189370605747468,1.43,1
77,0,0.07189370605747468,1.59,1
539,1,0.07189370605747468,0.17,1
350,1,0.07106297547411987,0.58,1
15,1,0.07106297547411987,2.05,1
519,1,0.07106297547411987,0.22,1
178,0,0.07106297547411987,1.15,1
329,0,0.06984782638373942,0.63,1
276,0,0.06984782638373942,0.81,1
693,1,0.06984782638373942,-0.11,1
295,0,0.06984782638373942,0.73,1
23,0,0.06984782638373942,1.96,1
648,1,0.06780194668802443,-0.03,1
767,1,0.06780194668802443,-0.26,1
1171,1,0.06780194668802443,-1.49,1
898,0,0.06780194668802443,-0.53,1
294,1,0.06697121612273711,0.74,1
363,1,0.06697121612273711,0.56,1
608,1,0.06697121612273711,0.06,1
969,0,0.06697121612273711,-0.72,1
1103,1,0.06697121612273711,-1.12,1
380,1,0.06697121612273711,0.54,1
157,0,0.06658679757566426,1.23,1
867,0,0.06575606699230944,-0.46,1
121,0,0.06575606699230944,1.38,1
241,1,0.06492533642702211,0.9,1
11,1,0.06492533642702211,2.08,1
145,1,0.06492533642702211,1.29,1
149,1,0.06371018729659447,1.27,1
338,0,0.06371018729659447,0.6,1
106,0,0.06249503820621401,1.45,1
756,0,0.06166430764092668,-0.25,1
1053,1,0.06166430764092668,-0.96,1
250,0,0.06166430764092668,0.87,1
78,1,0.06166430764092668,1.59,1
469,0,0.06127988909385383,0.33,1
766,0,0.060449158510499014,-0.26,1
104,0,0.060449158510499014,1.46,1
602,0,0.06003379320783176,0.07,1
243,1,0.0596184279452117,0.89,1
784,0,0.059234009398138845,-0.3,1
699,0,0.059234009398138845,-0.12,1
83,0,0.058403278814784035,1.57,1
229,0,0.058403278814784035,0.93,1
283,0,0.058403278814784035,0.79,1
1084,0,0.058403278814784035,-1.07,1
189,1,0.058403278814784035,1.11,1
808,1,0.057572548249496716,-0.35,1
497,0,0.05718812970242386,0.27,1
202,0,0.05718812970242386,1.07,1
80,1,0.05718812970242386,1.57,1
90,0,0.05635739915911626,1.53,1
461,1,0.05635739915911626,0.34,1
135,0,0.05635739915911626,1.32,1
829,1,0.05635739915911626,-0.38,1
1082,0,0.05635739915911626,-1.07,1
806,0,0.0559729806120434,-0.34,1
2,0,0.0559729806120434,2.85,1
193,0,0.0551422500286886,1.09,1
1079,0,0.0551422500286886,-1.06,1
352,1,0.0551422500286886,0.58,1
176,1,0.05431151946340127,1.16,1
181,1,0.05431151946340127,1.13,1
343,0,0.05431151946340127,0.6,1
414,0,0.05431151946340127,0.46,1
73,1,0.05431151946340127,1.6,1
410,1,0.05431151946340127,0.47,1
16,0,0.05392710091632842,2.03,1
293,0,0.05309637033297361,0.75,1
549,1,0.05309637033297361,0.15,1
314,0,0.05309637033297361,0.67,1
355,1,0.05309637033297361,0.58,1
208,1,0.05309637033297361,1.05,1
652,0,0.05271195182594795,-0.04,1
1088,0,0.05226563976768629,-1.08,1
422,0,0.05226563976768629,0.44,1
162,1,0.05226563976768629,1.2,1
428,0,0.05226563976768629,0.43,1
258,0,0.051881221220613435,0.85,1
562,1,0.051881221220613435,0.14,1
226,0,0.051050490677305826,0.94,1
94,0,0.051050490677305826,1.51,1
637,0,0.051050490677305826,-0.01,1
598,0,0.051050490677305826,0.08,1
160,0,0.051050490677305826,1.22,1
365,1,0.05066607213023298,0.56,1
1202,0,0.050219760071971306,-1.86,1
1212,1,0.04983534152489844,-2.1,1
79,0,0.04983534152489844,1.57,1
960,0,0.04983534152489844,-0.69,1
675,1,0.04983534152489844,-0.08,1
662,1,0.04900461098159085,-0.05,1
504,0,0.04900461098159085,0.25,1
861,0,0.04900461098159085,-0.44,1
566,0,0.04900461098159085,0.13,1
133,1,0.04900461098159085,1.33,1
711,1,0.04900461098159085,-0.14,1
172,1,0.04900461098159085,1.17,1
54,0,0.04862019243451799,1.7,1
443,1,0.04778946185116319,0.38,1
390,1,0.04778946185116319,0.51,1
245,0,0.04778946185116319,0.89,1
300,1,0.04778946185116319,0.71,1
164,0,0.04778946185116319,1.2,1
273,0,0.04778946185116319,0.81,1
41,0,0.04778946185116319,1.78,1
479,1,0.04695873128587587,0.3,1
360,1,0.04695873128587587,0.57,1
12,1,0.0457435821954954,2.07,1
565,1,0.0457435821954954,0.13,1
525,0,0.0457435821954954,0.2,1
110,1,0.0457435821954954,1.44,1
518,0,0.04491285159016089,0.22,1
93,0,0.04491285159016089,1.51,1
438,0,0.04491285159016089,0.4,1
354,0,0.04452843304308801,0.58,1
64,1,0.04452843304308801,1.65,1
403,1,0.04452843304308801,0.48,1
1092,0,0.04452843304308801,-1.08,1
200,0,0.04452843304308801,1.08,1
259,1,0.043697702499780416,0.85,1
499,0,0.043697702499780416,0.26,1
611,0,0.043697702499780416,0.05,1
1002,0,0.043697702499780416,-0.8,1
1039,1,0.043697702499780416,-0.9,1
647,0,0.043697702499780416,-0.03,1
880,0,0.043697702499780416,-0.49,1
981,0,0.04248255334737304,-0.76,1
667,1,0.04248255334737304,-0.07,1
5,1,0.04248255334737304,2.7,1
139,0,0.041651822804065444,1.31,1
222,0,0.041651822804065444,0.97,1
1078,0,0.041651822804065444,-1.06,1
594,1,0.041651822804065444,0.09,1
1134,1,0.041651822804065444,-1.22,1
515,1,0.04126740425699258,0.22,1
