doc_id,Gender,judgement,GT_score,Inferred_Gender
1469,0,-0.062253838317031726,7.89e-05,0
1094,0,-0.0622538963825005,8.18e-05,0
46,0,-0.06626223730123984,0.000103681,0
505,0,-0.06626229005279526,8.84e-05,0
2443,0,-0.06626231471509905,7.3e-05,0
2199,0,-0.06626242834720018,7.42e-05,0
2981,0,-0.06626245727154002,7.01e-05,0
101,0,-0.07027073396956969,9.86e-05,0
1259,0,-0.07027082948343244,8.06e-05,0
661,0,-0.07027082974876563,8.63e-05,0
415,0,-0.07027083840990526,8.99e-05,0
344,1,-0.070270844188704,9.12e-05,0
1291,0,-0.07027085236628934,8.03e-05,0
2888,0,-0.07027086616435244,7.05e-05,0
715,0,-0.07027088300272688,8.56e-05,0
3299,1,-0.07027089945991179,6.81e-05,0
2958,0,-0.07027094557220673,7.02e-05,0
2426,0,-0.07027096870234273,7.31e-05,0
2191,0,-0.0702709766412692,7.43e-05,0
16,0,-0.07427921025622443,0.000110254,0
37,0,-0.07427923771714622,0.000104855,0
32,0,-0.07427926013711231,0.000105585,0
31,0,-0.07427926089113715,0.00010563,0
112,0,-0.074279299427183,9.83e-05,0
760,0,-0.07427933264904513,8.51e-05,0
623,0,-0.07427933315508185,8.68e-05,0
231,0,-0.07427933628056733,9.38e-05,0
475,0,-0.07427933957718193,8.88e-05,0
532,1,-0.07427934489087616,8.8e-05,0
403,0,-0.07427934752872258,9.02e-05,0
526,0,-0.07427935789568199,8.81e-05,0
3392,0,-0.07427937208985605,6.75e-05,0
689,0,-0.0742793784974617,8.6e-05,0
2124,0,-0.07427937903644379,7.47e-05,0
1435,1,-0.07427938291155763,7.92e-05,0
1393,0,-0.07427938335160349,7.95e-05,0
2729,1,-0.07427944901717566,7.13e-05,0
4624,0,-0.07427949392576345,5.69e-05,0
3706,1,-0.0742795088155551,6.54e-05,0
4401,0,-0.07427954998047355,5.92e-05,0
4570,1,-0.07427956637355979,5.75e-05,0
4408,0,-0.0742795874755827,5.91e-05,0
24,0,-0.07828764770138355,0.00010694,0
18,0,-0.07828771171181793,0.000109926,0
339,0,-0.07828779082286162,9.13e-05,0
82,0,-0.07828779218161719,0.0001,0
157,0,-0.07828780281085043,9.63e-05,0
92,0,-0.07828780728682443,9.95e-05,0
1298,0,-0.07828783546164685,8.02e-05,0
240,0,-0.07828784115390985,9.37e-05,0
317,0,-0.0782878431673241,9.2e-05,0
745,0,-0.07828787635521436,8.53e-05,0
1036,0,-0.07828788474160095,8.23e-05,0
1408,0,-0.07828792540302598,7.93e-05,0
3533,0,-0.0782879464878577,6.66e-05,0
2337,0,-0.07828794990906078,7.35e-05,0
2240,0,-0.07828797948283545,7.4e-05,0
3098,1,-0.07828800329455214,6.95e-05,0
3723,1,-0.07828800716657071,6.52e-05,0
4215,1,-0.078288048061458,6.1e-05,0
4217,1,-0.0782880744069354,6.1e-05,0
4438,1,-0.07828807543533713,5.88e-05,0
3601,0,-0.07828807557151087,6.61e-05,0
26,0,-0.0822962186071513,0.000106633,0
222,0,-0.08229626043346737,9.41e-05,0
69,0,-0.0822962619097465,0.00010101,0
1023,0,-0.08229626635211768,8.25e-05,0
170,0,-0.08229628252476091,9.57e-05,0
1063,0,-0.08229628985436176,8.2e-05,0
113,0,-0.08229630949663917,9.83e-05,0
200,0,-0.08229631132514734,9.47e-05,0
55,0,-0.08229631142601541,0.000102627,0
561,0,-0.0822963234514782,8.78e-05,0
1510,0,-0.08229632513678226,7.87e-05,0
307,0,-0.08229632837168684,9.22e-05,0
191,0,-0.08229635023390572,9.51e-05,0
229,0,-0.08229638061033816,9.39e-05,0
1856,0,-0.08229638559071448,7.64e-05,0
1335,1,-0.08229643862702173,7.99e-05,0
3595,0,-0.08229644220087981,6.62e-05,0
2626,1,-0.08229644906455265,7.19e-05,0
1855,1,-0.08229649152174925,7.64e-05,0
4007,1,-0.08229650798334742,6.29e-05,0
3124,0,-0.08229651397440102,6.93e-05,0
3681,0,-0.08229651716870026,6.55e-05,0
3210,0,-0.08229651812937137,6.87e-05,0
4067,1,-0.08229653785201863,6.24e-05,0
2910,1,-0.08229655680522821,7.04e-05,0
4517,0,-0.08229656137781045,5.81e-05,0
4568,1,-0.08229658752582789,5.75e-05,0
